note,note_clean,type,type_token,amount,date_time,category,model_text_textonly,model_text_with_type
Galleria Beirut,galleria beirut,Expense,[TYPE_EXPENSE],29.5,2023-10-18 16:20:00.000,Shopping,galleria beirut,[TYPE_EXPENSE] galleria beirut
Maison & Co,maison & co,Expense,[TYPE_EXPENSE],58.0,2023-10-27 14:55:00.000,Shopping,maison & co,[TYPE_EXPENSE] maison & co
Bookstore - Downtown,bookstore - downtown,Expense,[TYPE_EXPENSE],22.0,2023-11-06 15:10:00.000,Shopping,bookstore - downtown,[TYPE_EXPENSE] bookstore - downtown
Gifts & More,gifts & more,Expense,[TYPE_EXPENSE],34.0,2023-11-12 16:40:00.000,Shopping,gifts & more,[TYPE_EXPENSE] gifts & more
ElectroMart,electromart,Expense,[TYPE_EXPENSE],99.0,2023-11-21 17:00:00.000,Shopping,electromart,[TYPE_EXPENSE] electromart
Fashion Hub,fashion hub,Expense,[TYPE_EXPENSE],44.5,2023-12-01 16:10:00.000,Shopping,fashion hub,[TYPE_EXPENSE] fashion hub
Home Goods Store,home goods store,Expense,[TYPE_EXPENSE],59.0,2023-12-13 15:50:00.000,Shopping,home goods store,[TYPE_EXPENSE] home goods store
Corner Boutique,corner boutique,Expense,[TYPE_EXPENSE],24.0,2023-12-23 16:00:00.000,Shopping,corner boutique,[TYPE_EXPENSE] corner boutique
Luxury Home Store,luxury home store,Expense,[TYPE_EXPENSE],71.0,2024-01-04 14:40:00.000,Shopping,luxury home store,[TYPE_EXPENSE] luxury home store
Tech Store,tech store,Expense,[TYPE_EXPENSE],39.5,2024-01-14 16:20:00.000,Shopping,tech store,[TYPE_EXPENSE] tech store
Maison Blanc,maison blanc,Expense,[TYPE_EXPENSE],58.0,2024-02-12 15:30:00.000,Shopping,maison blanc,[TYPE_EXPENSE] maison blanc
Le Marché Boutique,le marché boutique,Expense,[TYPE_EXPENSE],34.5,2024-02-13 16:10:00.000,Shopping,le marché boutique,[TYPE_EXPENSE] le marché boutique
Corner Fashion,corner fashion,Expense,[TYPE_EXPENSE],22.0,2024-02-14 14:00:00.000,Shopping,corner fashion,[TYPE_EXPENSE] corner fashion
Design Loft,design loft,Expense,[TYPE_EXPENSE],95.0,2024-02-15 17:45:00.000,Shopping,design loft,[TYPE_EXPENSE] design loft
Gourmet Grocer,gourmet grocer,Expense,[TYPE_EXPENSE],48.0,2024-02-16 11:20:00.000,Shopping,gourmet grocer,[TYPE_EXPENSE] gourmet grocer
Vintage Finds,vintage finds,Expense,[TYPE_EXPENSE],39.99,2024-03-10 15:00:00.000,Shopping,vintage finds,[TYPE_EXPENSE] vintage finds
HomeStyle Lebanon,homestyle lebanon,Expense,[TYPE_EXPENSE],62.0,2024-03-11 16:40:00.000,Shopping,homestyle lebanon,[TYPE_EXPENSE] homestyle lebanon
TechPoint Electronics,techpoint electronics,Expense,[TYPE_EXPENSE],49.5,2024-03-20 16:30:00.000,Shopping,techpoint electronics,[TYPE_EXPENSE] techpoint electronics
Market Lane,market lane,Expense,[TYPE_EXPENSE],27.0,2024-03-30 14:50:00.000,Shopping,market lane,[TYPE_EXPENSE] market lane
Green Market,green market,Expense,[TYPE_EXPENSE],33.0,2024-04-05 16:20:00.000,Shopping,green market,[TYPE_EXPENSE] green market
Decor House,decor house,Expense,[TYPE_EXPENSE],58.5,2024-04-13 15:10:00.000,Shopping,decor house,[TYPE_EXPENSE] decor house
Fashion District,fashion district,Expense,[TYPE_EXPENSE],41.0,2024-04-23 16:05:00.000,Shopping,fashion district,[TYPE_EXPENSE] fashion district
Luxury Finds,luxury finds,Expense,[TYPE_EXPENSE],76.0,2024-05-05 15:45:00.000,Shopping,luxury finds,[TYPE_EXPENSE] luxury finds
Home & Living Store,home & living store,Expense,[TYPE_EXPENSE],54.0,2024-05-15 16:30:00.000,Shopping,home & living store,[TYPE_EXPENSE] home & living store
Maison Blanc - Home,maison blanc - home,Expense,[TYPE_EXPENSE],58.0,2024-05-12 15:30:00.000,Shopping,maison blanc - home,[TYPE_EXPENSE] maison blanc - home
Le Marché Boutique - Souks,le marché boutique - souks,Expense,[TYPE_EXPENSE],34.5,2024-05-13 16:10:00.000,Shopping,le marché boutique - souks,[TYPE_EXPENSE] le marché boutique - souks
Corner Fashion - Mall,corner fashion - mall,Expense,[TYPE_EXPENSE],22.0,2024-05-14 14:00:00.000,Shopping,corner fashion - mall,[TYPE_EXPENSE] corner fashion - mall
Design Loft - Furnishings,design loft - furnishings,Expense,[TYPE_EXPENSE],95.0,2024-05-15 17:45:00.000,Shopping,design loft - furnishings,[TYPE_EXPENSE] design loft - furnishings
Gourmet Grocer - Specialty,gourmet grocer - specialty,Expense,[TYPE_EXPENSE],48.0,2024-05-16 11:20:00.000,Shopping,gourmet grocer - specialty,[TYPE_EXPENSE] gourmet grocer - specialty
Vintage Finds - Boutique,vintage finds - boutique,Expense,[TYPE_EXPENSE],39.99,2024-06-08 15:00:00.000,Shopping,vintage finds - boutique,[TYPE_EXPENSE] vintage finds - boutique
HomeStyle Lebanon - Store,homestyle lebanon - store,Expense,[TYPE_EXPENSE],62.0,2024-06-09 16:40:00.000,Shopping,homestyle lebanon - store,[TYPE_EXPENSE] homestyle lebanon - store
TechPoint Electronics - Store,techpoint electronics - store,Expense,[TYPE_EXPENSE],49.5,2024-06-18 16:30:00.000,Shopping,techpoint electronics - store,[TYPE_EXPENSE] techpoint electronics - store
Market Lane - Grocer,market lane - grocer,Expense,[TYPE_EXPENSE],27.0,2024-06-28 14:50:00.000,Shopping,market lane - grocer,[TYPE_EXPENSE] market lane - grocer
Green Market - Produce,green market - produce,Expense,[TYPE_EXPENSE],33.0,2024-07-04 16:20:00.000,Shopping,green market - produce,[TYPE_EXPENSE] green market - produce
Decor House - Homeware,decor house - homeware,Expense,[TYPE_EXPENSE],58.5,2024-07-12 15:10:00.000,Shopping,decor house - homeware,[TYPE_EXPENSE] decor house - homeware
Fashion District - Store,fashion district - store,Expense,[TYPE_EXPENSE],41.0,2024-07-22 16:05:00.000,Shopping,fashion district - store,[TYPE_EXPENSE] fashion district - store
Luxury Finds - Boutique,luxury finds - boutique,Expense,[TYPE_EXPENSE],76.0,2024-08-03 15:45:00.000,Shopping,luxury finds - boutique,[TYPE_EXPENSE] luxury finds - boutique
Galeries Lafayette - Beirut,galeries lafayette - beirut,Expense,[TYPE_EXPENSE],72.0,2024-08-11 15:40:00.000,Shopping,galeries lafayette - beirut,[TYPE_EXPENSE] galeries lafayette - beirut
The One - Mall,the one - mall,Expense,[TYPE_EXPENSE],38.5,2024-08-12 16:05:00.000,Shopping,the one - mall,[TYPE_EXPENSE] the one - mall
H&M - Beirut Souks,h&m - beirut souks,Expense,[TYPE_EXPENSE],29.99,2024-08-13 14:20:00.000,Shopping,h&m - beirut souks,[TYPE_EXPENSE] h&m - beirut souks
Zara - Beirut,zara - beirut,Expense,[TYPE_EXPENSE],66.0,2024-08-14 17:00:00.000,Shopping,zara - beirut,[TYPE_EXPENSE] zara - beirut
Aïshti - Beirut,aïshti - beirut,Expense,[TYPE_EXPENSE],155.0,2024-08-15 14:50:00.000,Shopping,aïshti - beirut,[TYPE_EXPENSE] aïshti - beirut
ABC Verdun - Store,abc verdun - store,Expense,[TYPE_EXPENSE],46.0,2024-09-07 16:30:00.000,Shopping,abc verdun - store,[TYPE_EXPENSE] abc verdun - store
Spinneys - Supermarket,spinneys - supermarket,Expense,[TYPE_EXPENSE],30.0,2024-09-08 15:10:00.000,Shopping,spinneys - supermarket,[TYPE_EXPENSE] spinneys - supermarket
AUB Bookstore - Purchase,aub bookstore - purchase,Expense,[TYPE_EXPENSE],102.0,2024-09-17 14:00:00.000,Shopping,aub bookstore - purchase,[TYPE_EXPENSE] aub bookstore - purchase
Bou Khalil - Homeware,bou khalil - homeware,Expense,[TYPE_EXPENSE],29.0,2024-09-21 17:20:00.000,Shopping,bou khalil - homeware,[TYPE_EXPENSE] bou khalil - homeware
Aïshti - Fashion,aïshti - fashion,Expense,[TYPE_EXPENSE],48.0,2024-09-28 14:20:00.000,Shopping,aïshti - fashion,[TYPE_EXPENSE] aïshti - fashion
Monoprix - Branch,monoprix - branch,Expense,[TYPE_EXPENSE],38.5,2024-10-05 16:10:00.000,Shopping,monoprix - branch,[TYPE_EXPENSE] monoprix - branch
Home Center - Store,home center - store,Expense,[TYPE_EXPENSE],88.0,2024-10-13 15:30:00.000,Shopping,home center - store,[TYPE_EXPENSE] home center - store
Electronics Store - Purchase,electronics store - purchase,Expense,[TYPE_EXPENSE],52.0,2024-10-23 16:40:00.000,Shopping,electronics store - purchase,[TYPE_EXPENSE] electronics store - purchase
Aïshti - Outlet Purchase,aïshti - outlet purchase,Expense,[TYPE_EXPENSE],69.0,2024-11-04 15:30:00.000,Shopping,aïshti - outlet purchase,[TYPE_EXPENSE] aïshti - outlet purchase
Spinneys - Weekly Groceries,spinneys - weekly groceries,Expense,[TYPE_EXPENSE],28.5,2024-11-14 17:20:00.000,Shopping,spinneys - weekly groceries,[TYPE_EXPENSE] spinneys - weekly groceries
Maison de Mode,maison de mode,Expense,[TYPE_EXPENSE],44.0,2024-11-28 15:20:00.000,Shopping,maison de mode,[TYPE_EXPENSE] maison de mode
Beirut Fabrics,beirut fabrics,Expense,[TYPE_EXPENSE],29.5,2024-11-29 16:00:00.000,Shopping,beirut fabrics,[TYPE_EXPENSE] beirut fabrics
Urban Home Store,urban home store,Expense,[TYPE_EXPENSE],58.0,2024-11-30 14:40:00.000,Shopping,urban home store,[TYPE_EXPENSE] urban home store
Design Atelier,design atelier,Expense,[TYPE_EXPENSE],72.0,2024-12-01 17:30:00.000,Shopping,design atelier,[TYPE_EXPENSE] design atelier
Kids Corner Toys,kids corner toys,Expense,[TYPE_EXPENSE],19.99,2024-12-02 11:10:00.000,Shopping,kids corner toys,[TYPE_EXPENSE] kids corner toys
The Green Grocer,the green grocer,Expense,[TYPE_EXPENSE],33.0,2024-12-25 16:30:00.000,Shopping,the green grocer,[TYPE_EXPENSE] the green grocer
Luxury Interiors,luxury interiors,Expense,[TYPE_EXPENSE],85.0,2024-12-26 14:45:00.000,Shopping,luxury interiors,[TYPE_EXPENSE] luxury interiors
Home Essentials,home essentials,Expense,[TYPE_EXPENSE],47.0,2025-01-04 15:10:00.000,Shopping,home essentials,[TYPE_EXPENSE] home essentials
Tech Corner,tech corner,Expense,[TYPE_EXPENSE],39.99,2025-01-14 16:05:00.000,Shopping,tech corner,[TYPE_EXPENSE] tech corner
Local Market Stall,local market stall,Expense,[TYPE_EXPENSE],28.0,2025-01-20 14:50:00.000,Shopping,local market stall,[TYPE_EXPENSE] local market stall
Decor & More,decor & more,Expense,[TYPE_EXPENSE],59.0,2025-01-28 15:20:00.000,Shopping,decor & more,[TYPE_EXPENSE] decor & more
Fashion Lane,fashion lane,Expense,[TYPE_EXPENSE],46.5,2025-02-07 16:10:00.000,Shopping,fashion lane,[TYPE_EXPENSE] fashion lane
Gadget Hub,gadget hub,Expense,[TYPE_EXPENSE],32.0,2025-02-13 15:40:00.000,Shopping,gadget hub,[TYPE_EXPENSE] gadget hub
HomeStyle Boutique,homestyle boutique,Expense,[TYPE_EXPENSE],68.0,2025-02-21 14:55:00.000,Shopping,homestyle boutique,[TYPE_EXPENSE] homestyle boutique
ElectroWorld,electroworld,Expense,[TYPE_EXPENSE],53.0,2025-03-03 16:30:00.000,Shopping,electroworld,[TYPE_EXPENSE] electroworld
ABC Dbayeh - Store,abc dbayeh - store,Expense,[TYPE_EXPENSE],55.0,2025-03-17 16:00:00.000,Shopping,abc dbayeh - store,[TYPE_EXPENSE] abc dbayeh - store
ABC Achrafieh - Outlet,abc achrafieh - outlet,Expense,[TYPE_EXPENSE],42.0,2025-03-18 15:10:00.000,Shopping,abc achrafieh - outlet,[TYPE_EXPENSE] abc achrafieh - outlet
Souk el Akel - Stall,souk el akel - stall,Expense,[TYPE_EXPENSE],18.5,2025-03-19 14:40:00.000,Shopping,souk el akel - stall,[TYPE_EXPENSE] souk el akel - stall
Home Center - Beirut,home center - beirut,Expense,[TYPE_EXPENSE],120.0,2025-03-20 13:50:00.000,Shopping,home center - beirut,[TYPE_EXPENSE] home center - beirut
Electra Home - Store,electra home - store,Expense,[TYPE_EXPENSE],75.0,2025-03-21 17:20:00.000,Shopping,electra home - store,[TYPE_EXPENSE] electra home - store
The Little Shop - Boutique,the little shop - boutique,Expense,[TYPE_EXPENSE],39.0,2025-04-13 15:00:00.000,Shopping,the little shop - boutique,[TYPE_EXPENSE] the little shop - boutique
Galleria Beirut - Store,galleria beirut - store,Expense,[TYPE_EXPENSE],29.5,2025-04-14 16:20:00.000,Shopping,galleria beirut - store,[TYPE_EXPENSE] galleria beirut - store
Maison & Co - Home,maison & co - home,Expense,[TYPE_EXPENSE],58.0,2025-04-23 14:55:00.000,Shopping,maison & co - home,[TYPE_EXPENSE] maison & co - home
Bookstore Downtown - Purchase,bookstore downtown - purchase,Expense,[TYPE_EXPENSE],22.0,2025-05-03 15:10:00.000,Shopping,bookstore downtown - purchase,[TYPE_EXPENSE] bookstore downtown - purchase
Gifts & More - Shop,gifts & more - shop,Expense,[TYPE_EXPENSE],34.0,2025-05-09 16:40:00.000,Shopping,gifts & more - shop,[TYPE_EXPENSE] gifts & more - shop
ElectroMart - Electronics,electromart - electronics,Expense,[TYPE_EXPENSE],99.0,2025-05-18 17:00:00.000,Shopping,electromart - electronics,[TYPE_EXPENSE] electromart - electronics
Fashion Hub - Store,fashion hub - store,Expense,[TYPE_EXPENSE],44.5,2025-05-28 16:10:00.000,Shopping,fashion hub - store,[TYPE_EXPENSE] fashion hub - store
Luxury Finds - Boutique,luxury finds - boutique,Expense,[TYPE_EXPENSE],76.0,2025-06-09 15:45:00.000,Shopping,luxury finds - boutique,[TYPE_EXPENSE] luxury finds - boutique
Home & Living - Store,home & living - store,Expense,[TYPE_EXPENSE],54.0,2025-06-19 16:30:00.000,Shopping,home & living - store,[TYPE_EXPENSE] home & living - store
ABC Achrafieh - Boutique,abc achrafieh - boutique,Expense,[TYPE_EXPENSE],48.0,2025-07-03 16:20:00.000,Shopping,abc achrafieh - boutique,[TYPE_EXPENSE] abc achrafieh - boutique
ABC Dbayeh - Gifts,abc dbayeh - gifts,Expense,[TYPE_EXPENSE],36.5,2025-07-04 15:30:00.000,Shopping,abc dbayeh - gifts,[TYPE_EXPENSE] abc dbayeh - gifts
AUB Bookshop,aub bookshop,Expense,[TYPE_EXPENSE],22.0,2025-07-05 14:10:00.000,Shopping,aub bookshop,[TYPE_EXPENSE] aub bookshop
Aïshti - Fashion House,aïshti - fashion house,Expense,[TYPE_EXPENSE],110.0,2025-07-06 17:40:00.000,Shopping,aïshti - fashion house,[TYPE_EXPENSE] aïshti - fashion house
Bou Khalil - Kitchenware,bou khalil - kitchenware,Expense,[TYPE_EXPENSE],29.99,2025-07-07 13:50:00.000,Shopping,bou khalil - kitchenware,[TYPE_EXPENSE] bou khalil - kitchenware
Carrefour - Verdun,carrefour - verdun,Expense,[TYPE_EXPENSE],39.0,2025-07-30 16:00:00.000,Shopping,carrefour - verdun,[TYPE_EXPENSE] carrefour - verdun
Monoprix - Hamra,monoprix - hamra,Expense,[TYPE_EXPENSE],65.0,2025-07-31 15:10:00.000,Shopping,monoprix - hamra,[TYPE_EXPENSE] monoprix - hamra
Aïshti - Home Collection,aïshti - home collection,Expense,[TYPE_EXPENSE],95.0,2025-08-09 14:30:00.000,Shopping,aïshti - home collection,[TYPE_EXPENSE] aïshti - home collection
Spinneys - Weekly,spinneys - weekly,Expense,[TYPE_EXPENSE],48.0,2025-08-15 16:20:00.000,Shopping,spinneys - weekly,[TYPE_EXPENSE] spinneys - weekly
Bou Khalil - Furniture,bou khalil - furniture,Expense,[TYPE_EXPENSE],210.0,2025-08-23 14:00:00.000,Shopping,bou khalil - furniture,[TYPE_EXPENSE] bou khalil - furniture
Stationery Corner,stationery corner,Expense,[TYPE_EXPENSE],14.99,2025-09-02 11:30:00.000,Shopping,stationery corner,[TYPE_EXPENSE] stationery corner
Monoprix - Groceries,monoprix - groceries,Expense,[TYPE_EXPENSE],39.0,2025-09-08 16:10:00.000,Shopping,monoprix - groceries,[TYPE_EXPENSE] monoprix - groceries
Aïshti - Purchase,aïshti - purchase,Expense,[TYPE_EXPENSE],85.0,2025-09-16 15:30:00.000,Shopping,aïshti - purchase,[TYPE_EXPENSE] aïshti - purchase
Electronics Corner - TV,electronics corner - tv,Expense,[TYPE_EXPENSE],49.99,2025-09-26 16:40:00.000,Shopping,electronics corner - tv,[TYPE_EXPENSE] electronics corner - tv
Monoprix - Branch 3,monoprix - branch 3,Expense,[TYPE_EXPENSE],38.5,2025-10-02 16:10:00.000,Shopping,monoprix - branch 3,[TYPE_EXPENSE] monoprix - branch 3
Home Center - Purchase,home center - purchase,Expense,[TYPE_EXPENSE],88.0,2025-10-10 15:30:00.000,Shopping,home center - purchase,[TYPE_EXPENSE] home center - purchase
Electronics Store - Purchase,electronics store - purchase,Expense,[TYPE_EXPENSE],52.0,2025-10-20 16:40:00.000,Shopping,electronics store - purchase,[TYPE_EXPENSE] electronics store - purchase
Carrefour - City Center,carrefour - city center,Expense,[TYPE_EXPENSE],58.0,2025-10-29 16:40:00.000,Shopping,carrefour - city center,[TYPE_EXPENSE] carrefour - city center
Monoprix - Hamra,monoprix - hamra,Expense,[TYPE_EXPENSE],36.0,2025-10-30 17:05:00.000,Shopping,monoprix - hamra,[TYPE_EXPENSE] monoprix - hamra
Bou Khalil - Furniture,bou khalil - furniture,Expense,[TYPE_EXPENSE],130.0,2025-10-31 15:00:00.000,Shopping,bou khalil - furniture,[TYPE_EXPENSE] bou khalil - furniture
ABC Verdun - Groceries,abc verdun - groceries,Expense,[TYPE_EXPENSE],46.0,2025-11-22 16:30:00.000,Shopping,abc verdun - groceries,[TYPE_EXPENSE] abc verdun - groceries
Spinneys - Branch,spinneys - branch,Expense,[TYPE_EXPENSE],31.0,2025-11-23 15:10:00.000,Shopping,spinneys - branch,[TYPE_EXPENSE] spinneys - branch
AUB Bookstore - Purchase,aub bookstore - purchase,Expense,[TYPE_EXPENSE],110.0,2025-12-02 14:00:00.000,Shopping,aub bookstore - purchase,[TYPE_EXPENSE] aub bookstore - purchase
Bou Khalil - Kitchenware,bou khalil - kitchenware,Expense,[TYPE_EXPENSE],28.0,2025-12-06 17:20:00.000,Shopping,bou khalil - kitchenware,[TYPE_EXPENSE] bou khalil - kitchenware
Aïshti - Fashion Purchase,aïshti - fashion purchase,Expense,[TYPE_EXPENSE],52.0,2025-12-13 14:20:00.000,Shopping,aïshti - fashion purchase,[TYPE_EXPENSE] aïshti - fashion purchase
Monoprix - Groceries,monoprix - groceries,Expense,[TYPE_EXPENSE],40.0,2025-12-20 16:10:00.000,Shopping,monoprix - groceries,[TYPE_EXPENSE] monoprix - groceries
Home Center - Purchase,home center - purchase,Expense,[TYPE_EXPENSE],92.0,2025-12-28 15:30:00.000,Shopping,home center - purchase,[TYPE_EXPENSE] home center - purchase
Fashion District - Outlet,fashion district - outlet,Expense,[TYPE_EXPENSE],45.0,2026-01-07 16:05:00.000,Shopping,fashion district - outlet,[TYPE_EXPENSE] fashion district - outlet
Luxury Finds - Boutique,luxury finds - boutique,Expense,[TYPE_EXPENSE],76.0,2026-01-19 15:45:00.000,Shopping,luxury finds - boutique,[TYPE_EXPENSE] luxury finds - boutique
Home & Living Store - Purchase,home & living store - purchase,Expense,[TYPE_EXPENSE],54.0,2026-01-29 16:30:00.000,Shopping,home & living store - purchase,[TYPE_EXPENSE] home & living store - purchase
Carrefour - Verdun,carrefour - verdun,Expense,[TYPE_EXPENSE],52.0,2026-06-01 16:20:00.000,Shopping,carrefour - verdun,[TYPE_EXPENSE] carrefour - verdun
Monoprix - Hamra,monoprix - hamra,Expense,[TYPE_EXPENSE],34.75,2026-06-02 17:10:00.000,Shopping,monoprix - hamra,[TYPE_EXPENSE] monoprix - hamra
Bou Khalil - Homeware,bou khalil - homeware,Expense,[TYPE_EXPENSE],120.0,2026-06-03 15:00:00.000,Shopping,bou khalil - homeware,[TYPE_EXPENSE] bou khalil - homeware
Aïshti - Fashion,aïshti - fashion,Expense,[TYPE_EXPENSE],75.0,2026-06-04 14:50:00.000,Shopping,aïshti - fashion,[TYPE_EXPENSE] aïshti - fashion
Spinneys - Supermarket,spinneys - supermarket,Expense,[TYPE_EXPENSE],48.0,2026-06-05 16:30:00.000,Shopping,spinneys - supermarket,[TYPE_EXPENSE] spinneys - supermarket
Vintage Finds - Boutique,vintage finds - boutique,Expense,[TYPE_EXPENSE],39.99,2026-07-05 15:00:00.000,Shopping,vintage finds - boutique,[TYPE_EXPENSE] vintage finds - boutique
HomeStyle Lebanon - Store,homestyle lebanon - store,Expense,[TYPE_EXPENSE],62.0,2026-07-06 16:40:00.000,Shopping,homestyle lebanon - store,[TYPE_EXPENSE] homestyle lebanon - store
TechPoint Electronics,techpoint electronics,Expense,[TYPE_EXPENSE],49.5,2026-07-07 16:30:00.000,Shopping,techpoint electronics,[TYPE_EXPENSE] techpoint electronics
Market Lane - Grocer,market lane - grocer,Expense,[TYPE_EXPENSE],27.0,2026-07-17 14:50:00.000,Shopping,market lane - grocer,[TYPE_EXPENSE] market lane - grocer
Green Market - Produce,green market - produce,Expense,[TYPE_EXPENSE],33.0,2026-07-23 16:20:00.000,Shopping,green market - produce,[TYPE_EXPENSE] green market - produce
Decor House - Homeware,decor house - homeware,Expense,[TYPE_EXPENSE],58.5,2026-07-31 15:10:00.000,Shopping,decor house - homeware,[TYPE_EXPENSE] decor house - homeware
Fashion District - Store,fashion district - store,Expense,[TYPE_EXPENSE],41.0,2026-08-10 16:05:00.000,Shopping,fashion district - store,[TYPE_EXPENSE] fashion district - store
Carrefour,carrefour,Expense,[TYPE_EXPENSE],52.0,2026-09-03 16:20:00.000,Shopping,carrefour,[TYPE_EXPENSE] carrefour
Monoprix,monoprix,Expense,[TYPE_EXPENSE],34.75,2026-09-04 17:10:00.000,Shopping,monoprix,[TYPE_EXPENSE] monoprix
Bou Khalil,bou khalil,Expense,[TYPE_EXPENSE],120.0,2026-09-05 15:00:00.000,Shopping,bou khalil,[TYPE_EXPENSE] bou khalil
Aïshti,aïshti,Expense,[TYPE_EXPENSE],75.0,2026-09-06 14:50:00.000,Shopping,aïshti,[TYPE_EXPENSE] aïshti
Spinneys,spinneys,Expense,[TYPE_EXPENSE],48.0,2026-09-07 16:30:00.000,Shopping,spinneys,[TYPE_EXPENSE] spinneys
Galeries Lafayette,galeries lafayette,Expense,[TYPE_EXPENSE],58.0,2026-09-08 15:40:00.000,Shopping,galeries lafayette,[TYPE_EXPENSE] galeries lafayette
The One,the one,Expense,[TYPE_EXPENSE],38.5,2026-09-09 16:05:00.000,Shopping,the one,[TYPE_EXPENSE] the one
H&M Beirut,h&m beirut,Expense,[TYPE_EXPENSE],29.99,2026-09-10 14:20:00.000,Shopping,h&m beirut,[TYPE_EXPENSE] h&m beirut
Zara Lebanon,zara lebanon,Expense,[TYPE_EXPENSE],66.0,2026-09-11 17:00:00.000,Shopping,zara lebanon,[TYPE_EXPENSE] zara lebanon
Home Center,home center,Expense,[TYPE_EXPENSE],110.0,2026-09-12 13:50:00.000,Shopping,home center,[TYPE_EXPENSE] home center
TechPoint Electronics,techpoint electronics,Expense,[TYPE_EXPENSE],49.5,2026-09-13 16:30:00.000,Shopping,techpoint electronics,[TYPE_EXPENSE] techpoint electronics
Vintage Finds,vintage finds,Expense,[TYPE_EXPENSE],39.99,2026-09-14 15:00:00.000,Shopping,vintage finds,[TYPE_EXPENSE] vintage finds
HomeStyle Lebanon,homestyle lebanon,Expense,[TYPE_EXPENSE],62.0,2026-09-15 16:40:00.000,Shopping,homestyle lebanon,[TYPE_EXPENSE] homestyle lebanon
Design Loft,design loft,Expense,[TYPE_EXPENSE],95.0,2026-09-16 17:45:00.000,Shopping,design loft,[TYPE_EXPENSE] design loft
Gourmet Grocer,gourmet grocer,Expense,[TYPE_EXPENSE],48.0,2026-09-17 11:20:00.000,Shopping,gourmet grocer,[TYPE_EXPENSE] gourmet grocer
Carrefour - City Center,carrefour - city center,Expense,[TYPE_EXPENSE],52.0,2026-12-16 16:20:00.000,Shopping,carrefour - city center,[TYPE_EXPENSE] carrefour - city center
Monoprix - Hamra,monoprix - hamra,Expense,[TYPE_EXPENSE],34.75,2026-12-17 17:10:00.000,Shopping,monoprix - hamra,[TYPE_EXPENSE] monoprix - hamra
Bou Khalil - Homeware,bou khalil - homeware,Expense,[TYPE_EXPENSE],120.0,2026-12-18 15:00:00.000,Shopping,bou khalil - homeware,[TYPE_EXPENSE] bou khalil - homeware
Aïshti - Fashion House,aïshti - fashion house,Expense,[TYPE_EXPENSE],75.0,2026-12-19 14:50:00.000,Shopping,aïshti - fashion house,[TYPE_EXPENSE] aïshti - fashion house
Spinneys - Supermarket,spinneys - supermarket,Expense,[TYPE_EXPENSE],48.0,2026-12-20 16:30:00.000,Shopping,spinneys - supermarket,[TYPE_EXPENSE] spinneys - supermarket
Galeries Lafayette - Beirut,galeries lafayette - beirut,Expense,[TYPE_EXPENSE],58.0,2026-12-21 15:40:00.000,Shopping,galeries lafayette - beirut,[TYPE_EXPENSE] galeries lafayette - beirut
The One - Mall,the one - mall,Expense,[TYPE_EXPENSE],38.5,2026-12-22 16:05:00.000,Shopping,the one - mall,[TYPE_EXPENSE] the one - mall
H&M - Beirut Souks,h&m - beirut souks,Expense,[TYPE_EXPENSE],29.99,2026-12-23 14:20:00.000,Shopping,h&m - beirut souks,[TYPE_EXPENSE] h&m - beirut souks
Zara Lebanon - Store,zara lebanon - store,Expense,[TYPE_EXPENSE],66.0,2026-12-24 17:00:00.000,Shopping,zara lebanon - store,[TYPE_EXPENSE] zara lebanon - store
Home Center - Furnishings,home center - furnishings,Expense,[TYPE_EXPENSE],110.0,2026-12-25 13:50:00.000,Shopping,home center - furnishings,[TYPE_EXPENSE] home center - furnishings
TechPoint Electronics,techpoint electronics,Expense,[TYPE_EXPENSE],49.5,2026-12-26 16:30:00.000,Shopping,techpoint electronics,[TYPE_EXPENSE] techpoint electronics
Vintage Finds - Boutique,vintage finds - boutique,Expense,[TYPE_EXPENSE],39.99,2026-12-27 15:00:00.000,Shopping,vintage finds - boutique,[TYPE_EXPENSE] vintage finds - boutique
HomeStyle Lebanon - Store,homestyle lebanon - store,Expense,[TYPE_EXPENSE],62.0,2026-12-28 16:40:00.000,Shopping,homestyle lebanon - store,[TYPE_EXPENSE] homestyle lebanon - store
Design Loft - Studio,design loft - studio,Expense,[TYPE_EXPENSE],95.0,2026-12-29 17:45:00.000,Shopping,design loft - studio,[TYPE_EXPENSE] design loft - studio
Gourmet Grocer - Specialty,gourmet grocer - specialty,Expense,[TYPE_EXPENSE],48.0,2026-12-30 11:20:00.000,Shopping,gourmet grocer - specialty,[TYPE_EXPENSE] gourmet grocer - specialty
Maison Blanc - Home,maison blanc - home,Expense,[TYPE_EXPENSE],72.0,2026-12-31 15:30:00.000,Shopping,maison blanc - home,[TYPE_EXPENSE] maison blanc - home
Le Marché Boutique,le marché boutique,Expense,[TYPE_EXPENSE],34.5,2027-01-01 16:10:00.000,Shopping,le marché boutique,[TYPE_EXPENSE] le marché boutique
Corner Fashion - Store,corner fashion - store,Expense,[TYPE_EXPENSE],22.0,2027-01-02 14:00:00.000,Shopping,corner fashion - store,[TYPE_EXPENSE] corner fashion - store
Luxury Interiors,luxury interiors,Expense,[TYPE_EXPENSE],95.0,2027-01-03 14:45:00.000,Shopping,luxury interiors,[TYPE_EXPENSE] luxury interiors
Kids Corner Toys,kids corner toys,Expense,[TYPE_EXPENSE],19.99,2027-01-04 11:10:00.000,Shopping,kids corner toys,[TYPE_EXPENSE] kids corner toys
